url,wine_points,wine_name,wine_desc,taster,price,designation,variety,appellation,winery,alcohol,bottle size,category,importer,date published,user avg rating
https://www.winemag.com/buying-guide/domaine-moillard-2003-pinot-noir-clos-vougeot/,92.0,Domaine Moillard 2003  Clos de Vougeot,"From vines in the heart of the Clos, Moillard has produced a powerful and concentrated wine. There is also balance, pushing the dark fruit against the acidity and solid, dry tannins. It may be big, but this wine still has fine elegance.",Roger Voss,,,Pinot Noir,"Clos de Vougeot, Burgundy, France",Domaine Moillard,,750ML,Red,USA Wine Imports,12/31/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/farnetella-2011-riserva-red-chianti-colli-senesi/,87.0,Farnetella 2011 Riserva  (Chianti Colli Senesi),"Made with Sangiovese and small amounts of Cabernet Sauvignon and Merlot, this opens with aromas of blackberry, grilled herb, cedar and toasted oak. The palate offers raw cherry, vanilla, anise and a hint of espresso alongside dusty tannins that leave a drying finish. Drink sooner rather than later as the fruit is drying up.",Kerin O’Keefe,25.0,Riserva,"Red Blends, Red Blends","Chianti Colli Senesi, Tuscany, Italy",Farnetella,13.5%,750 ml,Red,Multiple U.S. importers,9/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/casa-silva-2007-microterroir-los-lingues-carmenere-colchagua-valley/,87.0,Casa Silva 2007 Microterroir de Los Lingues Carmenère (Colchagua Valley),"This is a funky, pushy type of wine, with prickly aromas of green herb and berry. For a 2007, it is big and a bit rough, with an herbal, green-leaning berry flavor distinctive of this producer and its Los Lingues Vineyard. It finishes with additional herbal kick and heat.",Michael Schachner,48.0,Microterroir de Los Lingues,Carmenère,"Colchagua Valley, Chile",Casa Silva,14%,750 ml,Red,Vin Divino,12/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/walt-2014-the-corners-pinot-noir-anderson-valley/,91.0,Walt 2014 The Corners Pinot Noir (Anderson Valley),"A sweet-seeming, spicy and oaky aroma leads to equally spicy, exuberant oak flavors that join bright raspberry and cherry fruit flavors on the palate. It's full-bodied, lively and appropriately tannic in texture.",Jim Gordon,75.0,The Corners,Pinot Noir,"Anderson Valley, Mendocino County, California, US",Walt,15.1%,750 ml,Red,,11/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/domaine-zind-humbrecht-2013-zind-white-alsace/,90.0,Domaine Zind-Humbrecht 2013 Zind White (Alsace),"The nose is like pear juice spilled onto warm earth, while the palate is more citrus-focused. A seam of almost tropical acidity links lemon to notes of pineapple, lifted by joyful freshness.",Anne Krebiehl MW,30.0,Zind,"Alsace white blend, White Blend","Alsace, Alsace, France",Domaine Zind-Humbrecht,13.5%,750 ml,White,Kobrand,8/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ca-rugate-2008-perlara-italian-white-garganega-recioto-soave/,94.0,Ca' Rugate 2008 La Perlara  (Recioto di Soave),"Delicious and super-intense in the most beautiful way, this golden Recioto di Soave imparts aromas of honey, yellow rose, dried apricot and candied orange skin. It's sweet and thick but not in a heavy or cloying way. Lovely.",,63.0,La Perlara,"Garganega, Italian White","Recioto di Soave, Veneto, Italy",Ca' Rugate,13.5%,500 ml,Dessert,Saranty Imports,12/31/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/hugel-2002-selection-grains-nobles-gewurztraminer-gewurztraminer-alsace/,93.0,Hugel 2002 Sélection de Grains Nobles Gewurztraminer (Alsace),"Hugel, a firm known for its dry-styled table wines, can make killer sweet wines as well, deftly illustrated by this example. It's full-bodied, broad in the mouth and rich, with considerable weight to its flavors of roses, dried apricots, marmalade and honey, yet stays fresh on the long, mouthwatering finish. Drink now–2020.",Joe Czerwinski,203.0,Sélection de Grains Nobles,"Gewürztraminer, Gewürztraminer","Alsace, Alsace, France",Hugel,11%,750 ml,White,"Frederick Wildman & Sons, Ltd",12/31/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bink-2007-melange-red-north-coast-yorkville-highlands/,84.0,Bink 2007 Melange Red (Yorkville Highlands),"It's a Cabernet-Merlot blend from this highland appellation, inland from Anderson Valley in Mendocino County. The big drawback is excessive acidity. It's harsh and cutting, and interferes with what seem like pleasant blackberry, cherry and currant flavors.",,25.0,Melange,"Red Blends, Red Blends","Yorkville Highlands, North Coast, California, US",Bink,14%,750 ml,Red,,8/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/falua-2012-tagus-creek-tinto-red-tejo/,88.0,Falua 2012 Tagus Creek Tinto Red (Tejo),"A ripe, spicy and juicy wine that has good acidity and balanced tannins. It's a blend: the smooth character of the Aragonez (aka Tempranillo) combines with the more tannic firmness of Cabernet Sauvignon. Together, they produce a fruity, structured wine that is ready to drink.",Roger Voss,12.0,Tagus Creek Tinto,Portuguese Red,"Tejo, Portugal",Falua,13.5%,750 ml,Red,Aidil Wines/Old World Import,8/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/pestoni-family-2017-estate-sauvignon-blanc-rutherford-297240/,84.0,Pestoni Family 2017 Estate Sauvignon Blanc (Rutherford),"From a single vineyard, this white is given six months to chill in stainless steel. It tastes concentrated and full, with an overt tartness to the underlying acidity.",Virginie Boone,25.0,Estate,Sauvignon Blanc,"Rutherford, Napa, California, US",Pestoni Family,13.4%,750 ml,White,,11/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/retro-2012-elevation-old-vine-petite-sirah-howell-mountain/,91.0,Retro 2012 Elevation Old Vine Petite Sirah (Howell Mountain),"From a site situated at 1,800-feet in elevation, this is an incredibly elegant expression of this grape, blended with 15% Syrah and 10% Zinfandel. Tar, ginger, leather and oak complement blueberry and blackberry succulence around a rich, round, soft and substantial core of structure and flavor.",Virginie Boone,45.0,Elevation Old Vine,Petite Sirah,"Howell Mountain, Napa, California, US",Retro,13.4%,750 ml,Red,,10/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/companhia-das-quintas-2011-quinta-cardo-portuguese-white-siria-beira-interior/,87.0,Companhia das Quintas 2011 Quinta do Cardo Siria (Beira Interior),"This tangy, lemon-scented wine has a fine citrus flavor and a mineral touch due to its vineyard's high altitude. It is zesty and bright in character, with fresh final acidity.",Roger Voss,,Quinta do Cardo,"Siria, Portuguese White","Beira Interior, Portugal",Companhia das Quintas,13.5%,750 ml,White,Importo LLC,12/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ken-brown-2003-bien-nacido-vineyard-pinot-noir-central-coast-santa-maria-valley/,92.0,Ken Brown 2003 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),"The scent of this wine is all about Pinot's allure, with rich, ripe notes of cherry tart and rhubarb pie, mouthwatering vanilla and crushed spice, and fine, toasted oak. With the first taste, it doesn't disappoint. With the second, it addicts. It's light-bodied and silky, not an ager, but seriously elegant.",,30.0,Bien Nacido Vineyard,Pinot Noir,"Santa Maria Valley, Central Coast, California, US",Ken Brown,,750ML,Red,,12/31/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/gradisciutta-2013-sauvignon-blanc-sauvignon-collio/,89.0,Gradis'ciutta 2013 Sauvignon (Collio),"Structured but polished, this vibrant wine has aromas of dried hay, honeydew melon and a touch of balsamic herbs. The succulent palate delivers juicy white peach, white grapefruit and mineral alongside fresh acidity.",Kerin O’Keefe,20.0,,"Sauvignon, Sauvignon Blanc","Collio, Northeastern Italy, Italy",Gradis'ciutta,14%,750 ml,White,Multiple U.S. importers,8/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ravoire-et-fils-2015-domaine-bel-eouve-rose-coteaux-daix-en-provence/,89.0,Ravoire et Fils 2015 Domaine Bel Eouve Rosé (Coteaux d'Aix-en-Provence),"On an estate about 10 miles north of Aix-en-Provence, this 32-acre vineyard has produced a pretty, fruity wine. Light and crisp, it is cut by citrus acidity, giving a lift to the lively raspberry fruits.",Roger Voss,14.0,Domaine Bel Eouve,Rosé,"Coteaux d'Aix-en-Provence, Provence, France",Ravoire et Fils,13%,750 ml,Rose,HB Wine Merchants,7/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/ponzi-2003-pinot-noir-willamette-valley/,88.0,Ponzi 2003 Pinot Noir (Willamette Valley),"Softer in 2003 than in more normal vintages, this shows ripe red fruit flavors, chewy tannins and spicy tobacco notes. Despite the heat and ripeness, it retains an herbal undertone, and the tannins have a bit of a green edge to them.",Paul Gregutt,30.0,,Pinot Noir,"Willamette Valley, Willamette Valley, Oregon, US",Ponzi,,750ML,Red,,11/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/albert-bichot-2010-pinot-noir-charmes-chambertin/,94.0,Albert Bichot 2010  Charmes-Chambertin,"This wine's concentrated tannins mingle with its raspberry, blueberry and rich plum flavors. While it is powerful and structured, it also has a fine sense of elegance, a combination that will allow this wine to age for decades.",Roger Voss,,,Pinot Noir,"Charmes-Chambertin, Burgundy, France",Albert Bichot,,750 ml,Red,A French Paradox,4/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/diamond-creek-2015-gravelly-meadow-cabernet-sauvignon-diamond-mountain-district-301451/,94.0,Diamond Creek 2015 Gravelly Meadow Cabernet Sauvignon (Diamond Mountain District),"Soy, tobacco and dried herb mark this appropriately named wine, which does indeed have a gravelly, chalky aspect to its texture and taste. From a five-acre vineyard block of the estate, it is endlessly complex and nuanced, despite its full-bodied richness and concentration.",Virginie Boone,225.0,Gravelly Meadow,Cabernet Sauvignon,"Diamond Mountain District, Napa, California, US",Diamond Creek,14.5%,750 ml,Red,,12/1/2018,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bellavista-2002-grand-cuvee-rose-sparkling-franciacorta/,88.0,Bellavista 2002 Grand Cuvée Rosé  (Franciacorta),"Persistent and lively perlage sets the stage for a complex wine with deeper dimension and well-balanced acidity. Aromas include peach, melon and yeast and translate seamlessly to the palate. Drink with oven-baked shellfish with parsley and garlic.",,61.0,Grand Cuvée Rosé,"Sparkling Blend, Sparkling","Franciacorta, Lombardy, Italy",Bellavista,12.5%,750 ml,Sparkling,Empson USA Ltd,7/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/arrowood-2006-saralees-vineyard-cote-lune-blanc-white-sonoma-russian-river-valley/,88.0,Arrowood 2006 Saralee's Vineyard Côte de Lune Blanc White (Russian River Valley),"Veteran winemaker Richard Arrowood has turned to this well-known vineyard for this Rhône blend of Grenache Blanc, Viognier, Roussanne and Marsanne. It's a nice wine, slightly sweet and savory in peach, pear, green apple, apricot, honeysuckle and vanilla flavors. Crisp acidity adds valuable balance.",,25.0,Saralee's Vineyard Côte de Lune Blanc,Rhône-style White Blend,"Russian River Valley, Sonoma, California, US",Arrowood,15%,750 ml,White,,5/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/gundlach-bundschu-2005-rhinefarm-vineyard-pinot-noir-sonoma-valley/,85.0,Gundlach Bundschu 2005 Rhinefarm Vineyard Pinot Noir (Sonoma Valley),"Dry and minty, this Pinot has the elegantly silky structure of a fine cool-climate wine. But it's a little thin in the cherry fruit flavors that lift it above the ordinary, and finishes quick.",,38.0,Rhinefarm Vineyard,Pinot Noir,"Sonoma Valley, Sonoma, California, US",Gundlach Bundschu,14.1%,750 ml,Red,,8/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/gary-farrell-2002-allen-vineyard-hillside-blocks-pinot-noir-sonoma-russian-river-valley/,94.0,Gary Farrell 2002 Allen Vineyard Hillside Blocks Pinot Noir (Russian River Valley),"Monumental, magnificent. Russian River Pinot hardly gets much better. Huge flavors of blackberries, tart red cherries, coffee, cola, cherry tomato and generous Asian spices, all of it well-oaked, and the acidity is crisp and cleansing. Layered and never stops changing in the glass. This is beautiful now, and should hold and improve through 2008.",,50.0,Allen Vineyard Hillside Blocks,Pinot Noir,"Russian River Valley, Sonoma, California, US",Gary Farrell,,750ML,Red,,5/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/kestrel-1999-merlot-columbia-valley-yakima/,88.0,Kestrel 1999 Merlot (Yakima Valley),"Juicy and delicious, this is from the best vintage of the past decade, and it's just now opening up and showing its stuff. Ripe flavors of bright berries give it a Zin-like attack, but the back end is all Washington, with fleshy, chewy fruit and smoky tannins.",Paul Gregutt,20.0,,Merlot,"Yakima Valley, Columbia Valley, Washington, US",Kestrel,,750ML,Red,,12/31/2004,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/concannon-2008-conservancy-cabernet-sauvignon-central-coast-livermore-valley/,88.0,Concannon 2008 Conservancy Cabernet Sauvignon (Livermore Valley),"Fruit-forward with big but managed tannins and structure. Concannon has done a nice job here with its Conservancy Cab, smelling of sweet cranberry relish, almost herbal on the nose like a Cab Franc (and its Central Coast Cab), and finishing with plenty of vanilla.",Virginie Boone,15.0,Conservancy,Cabernet Sauvignon,"Livermore Valley, Central Coast, California, US",Concannon,13.5%,750 ml,Red,,11/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/pieropan-2010-italian-white-garganega-soave/,88.0,Pieropan 2010  Soave,"Pieropan's base Soave is not labeled “Classico” only because the wine is packaged in a screw cap bottle. You'll love the fresh notes here of chopped sage, citrus, pear and spring flower. Fifteen percent Trebbiano di Soave is added to the blend.",,17.0,,"Garganega, Italian White","Soave, Veneto, Italy",Pieropan,12%,750 ml,White,Empson USA Ltd,8/1/2011,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/walla-walla-vintners-2005-cabernet-sauvignon-columbia-valley-walla-walla-wa/,91.0,Walla Walla Vintners 2005 Cabernet Sauvignon (Walla Walla Valley (WA)),"Walla Walla Vintners wines generally offer a sophisticated blend of vineyard sources and mixed varietals, and this Cab includes modest proportions of Merlot, Cab Franc, Carmenère, Malbec and Petit Verdot. It rounds out into a broadly flavorful bowl of chocolate-covered cherries, with a whiff of tobacco and forest coming through as well. Powerful and seductive, it will please those who love ripe black fruits and plenty of sweet and creamy new oak.",Paul Gregutt,35.0,,Cabernet Sauvignon,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Walla Walla Vintners,,750 ml,Red,,5/1/2008,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/williams-selyem-2015-unoaked-chardonnay-russian-river-valley/,91.0,Williams Selyem 2015 Unoaked Chardonnay (Russian River Valley),"A highly drinkable and enjoyable wine unfettered by wood, this shows pretty floral notes of honeysuckle and apple blossom that develop in a light-bodied frame of restraint. Pear and salt rise on the lengthy finish.",Virginie Boone,39.0,Unoaked,Chardonnay,"Russian River Valley, Sonoma, California, US",Williams Selyem,13.2%,750 ml,White,,9/1/2017,Not rated yet [Add Your Review]
